idind_care,SEXE,AGE,SDPOI,SDTAIL,imc,idmen_care,rev_ind_senior_i,rev_ind_conj_i,rev_alr_conj_i,rev_alr_senior_i,AGE_CAT
817301,1,85,90.0,174.0,29.726516052,8173,22854.0,9232.0,0.0,0,81 to 90
817401,2,85,,163.0,,8174,12801.0,,,0,81 to 90
817501,2,85,65.0,166.0,23.58832922,8175,9652.0,,,0,81 to 90
817601,2,85,60.0,153.0,25.6311675,8176,7656.0,6532.0,0.0,0,81 to 90
817701,2,85,60.0,160.0,23.4375,8177,13103.0,,,0,81 to 90
817801,2,85,74.0,167.0,26.53375883,8178,2894.0,,,0,81 to 90
817901,2,85,100.0,160.0,39.0625,8179,27067.0,,,0,81 to 90
818001,1,85,70.0,180.0,21.604938272,8180,15652.0,9326.0,0.0,0,81 to 90
81801,2,62,68.0,158.0,27.239224483,818,24642.0,23707.0,0.0,0,60 to 70
818101,1,85,75.0,170.0,25.951557093,8181,15144.0,132.0,0.0,0,81 to 90
818201,2,85,52.0,164.0,19.333729923,8182,21050.0,,,0,81 to 90
818301,2,85,50.0,158.0,20.028841532,8183,14366.0,,,0,81 to 90
818401,2,85,78.0,165.0,28.650137741,8184,12974.0,,,0,81 to 90
818501,2,85,59.0,163.0,22.206330686,8185,44979.0,,,0,81 to 90
818601,2,85,73.0,155.0,30.385015609,8186,12454.0,,,0,81 to 90
818701,2,85,,158.0,,8187,8328.0,15164.0,0.0,0,81 to 90
818801,1,85,70.0,165.0,25.711662075,8188,8767.0,,,0,81 to 90
818901,1,85,76.0,170.0,26.297577855,8189,9503.0,9003.0,0.0,0,81 to 90
819001,2,85,60.0,163.0,22.582709172,8190,22720.0,,,0,81 to 90
81901,1,62,100.0,173.0,33.412409369,819,12614.0,11448.0,0.0,0,60 to 70
819101,2,85,,,,8191,12942.0,,,0,81 to 90
819201,2,85,81.0,178.0,25.56495392,8192,1649.0,32601.0,0.0,0,81 to 90
819301,2,85,60.0,157.0,24.341758286,8193,13452.0,,,0,81 to 90
819401,2,85,67.0,155.0,27.887617066,8194,5710.0,30791.0,0.0,0,81 to 90
819501,2,85,58.0,155.0,24.141519251,8195,17515.0,,,0,81 to 90
819601,1,85,72.0,169.0,25.209201358,8196,17866.0,2102.0,0.0,0,81 to 90
819701,1,85,82.0,166.0,29.757584555,8197,20743.0,3276.0,0.0,0,81 to 90
819801,2,85,58.0,150.0,25.777777778,8198,22866.0,,,0,81 to 90
819901,2,85,54.0,,,8199,14819.0,,,0,81 to 90
820001,2,85,50.0,155.0,20.811654527,8200,17717.0,,,0,81 to 90
82001,2,62,57.0,153.0,24.349609125,820,16774.0,14357.0,0.0,0,60 to 70
8201,1,60,71.0,169.0,24.859073562,82,15259.0,27244.0,0.0,0,60 to 70
820101,1,85,78.0,166.0,28.305995065,8201,27487.0,1686.0,0.0,0,81 to 90
820201,2,85,74.0,172.0,25.013520822,8202,14804.0,,,0,81 to 90
820301,2,85,65.0,162.0,24.76756592,8203,18367.0,,,0,81 to 90
820401,2,85,51.0,150.0,22.666666667,8204,16082.0,,,0,81 to 90
820501,2,85,54.0,155.0,22.476586889,8205,6761.0,14816.0,0.0,0,81 to 90
820601,1,85,80.0,180.0,24.691358025,8206,9732.0,7092.0,0.0,0,81 to 90
820701,2,85,51.0,156.0,20.956607495,8207,10488.0,,,0,81 to 90
820801,1,85,84.0,172.0,28.393726339,8208,42212.0,584.0,0.0,0,81 to 90
820901,1,85,57.0,161.0,21.989892365,8209,39179.0,8547.0,0.0,0,81 to 90
821001,1,85,82.0,185.0,23.959094229,8210,40861.0,,,0,81 to 90
82101,2,62,80.0,159.0,31.644317867,821,12981.0,8531.0,0.0,0,60 to 70
821101,2,85,67.0,157.0,27.181630086,8211,32885.0,,,0,81 to 90
821201,2,85,60.0,160.0,23.4375,8212,20213.0,,,0,81 to 90
821301,2,85,93.0,160.0,36.328125,8213,12150.0,,,0,81 to 90
821401,2,85,53.0,160.0,20.703125,8214,12675.0,,,0,81 to 90
821501,1,85,67.0,169.0,23.458562375,8215,13081.0,9230.0,0.0,0,81 to 90
821601,2,85,62.0,170.0,21.453287197,8216,29262.0,,,0,81 to 90
821701,2,85,65.0,165.0,23.875114784,8217,14726.0,,,0,81 to 90
821801,2,85,90.0,158.0,36.051914757,8218,18175.0,,,0,81 to 90
821901,2,85,70.0,160.0,27.34375,8219,10328.0,,,0,81 to 90
822001,1,85,82.0,180.0,25.308641975,8220,31454.0,0.0,0.0,0,81 to 90
82201,1,62,80.0,176.0,25.826446281,822,19625.0,,,0,60 to 70
822101,1,85,64.0,168.0,22.675736961,8221,25395.0,1348.0,0.0,0,81 to 90
822201,2,85,93.0,155.0,38.709677419,8222,23111.0,,,0,81 to 90
822301,2,85,65.0,150.0,28.888888889,8223,14682.0,,,0,81 to 90
822401,2,85,75.0,154.0,31.624219936,8224,22263.0,,,0,81 to 90
822501,2,85,61.0,152.0,26.402354571,8225,1058.0,29568.0,0.0,0,81 to 90
822601,2,85,47.0,163.0,17.689788852,8226,24899.0,,,0,81 to 90
822701,2,85,72.0,155.0,29.968782518,8227,10730.0,13599.0,0.0,0,81 to 90
822801,2,85,52.0,149.0,23.422368362,8228,14473.0,16460.0,0.0,0,81 to 90
822901,2,85,54.0,154.0,22.769438354,8229,13760.0,,,0,81 to 90
823001,2,85,60.0,157.0,24.341758286,8230,10489.0,,,0,81 to 90
82301,2,62,70.0,159.0,27.688778134,823,2179.0,17972.0,0.0,0,60 to 70
823101,1,85,81.0,170.0,28.027681661,8231,22927.0,0.0,0.0,0,81 to 90
823201,2,85,57.0,156.0,23.42209073,8232,19533.0,47751.0,0.0,0,81 to 90
823301,2,85,65.0,160.0,25.390625,8233,6071.0,11871.0,0.0,0,81 to 90
823401,2,85,68.0,150.0,30.222222222,8234,28863.0,,,0,81 to 90
823501,2,85,49.0,162.0,18.670934309,8235,2964.0,22827.0,0.0,0,81 to 90
823601,1,85,77.0,169.0,26.959840342,8236,23240.0,1653.0,0.0,0,81 to 90
823701,2,85,72.0,174.0,23.781212842,8237,16761.0,,,0,81 to 90
823801,1,85,55.0,163.0,20.700816741,8238,21173.0,2119.0,0.0,0,81 to 90
823901,1,85,163.0,155.0,67.845993757,8239,7835.0,,,0,81 to 90
824001,2,85,100.0,160.0,39.0625,8240,18895.0,,,0,81 to 90
82401,2,62,107.0,149.0,48.196027206,824,4457.0,19175.0,0.0,0,60 to 70
824101,2,85,58.0,155.0,24.141519251,8241,21718.0,,,0,81 to 90
824201,2,85,84.0,158.0,33.648453773,8242,41151.0,,,0,81 to 90
824301,2,85,80.0,152.0,34.626038781,8243,7444.0,10223.0,0.0,0,81 to 90
824401,1,85,110.0,182.0,33.208549692,8244,14847.0,352.0,0.0,0,81 to 90
824501,1,85,74.0,168.0,26.218820862,8245,35480.0,0.0,0.0,0,81 to 90
824601,2,85,70.0,158.0,28.040378145,8246,21285.0,,,0,81 to 90
824701,2,85,68.0,160.0,26.5625,8247,24477.0,,,0,81 to 90
824801,2,85,70.0,170.0,24.221453287,8248,3208.0,15095.0,0.0,0,81 to 90
824901,2,85,90.0,,,8249,8415.0,10463.0,0.0,0,81 to 90
825001,2,85,55.0,151.0,24.121749046,8250,13774.0,,,0,81 to 90
82501,2,62,60.0,170.0,20.761245675,825,43204.0,14136.0,0.0,0,60 to 70
825101,1,85,65.0,178.0,20.515086479,8251,17000.0,18338.0,0.0,0,81 to 90
825201,2,85,42.0,158.0,16.824226887,8252,12289.0,,,0,81 to 90
825301,1,85,62.0,172.0,20.957274202,8253,16855.0,16977.0,0.0,0,81 to 90
825401,1,85,86.0,,,8254,18024.0,7661.0,0.0,0,81 to 90
825501,2,85,51.0,154.0,21.504469556,8255,32873.0,,,0,81 to 90
825601,1,85,70.0,168.0,24.801587302,8256,9078.0,11115.0,0.0,0,81 to 90
825701,2,85,,165.0,,8257,23559.0,,,0,81 to 90
825801,2,85,60.0,149.0,27.025809648,8258,6204.0,,,0,81 to 90
825901,2,85,64.0,153.0,27.339912,8259,17212.0,,,0,81 to 90
826001,1,85,82.0,174.0,27.08415907,8260,24807.0,15600.0,0.0,0,81 to 90
82601,2,62,53.0,161.0,20.446742024,826,16698.0,18629.0,0.0,0,60 to 70
826101,2,85,66.0,167.0,23.665244362,8261,3139.0,20702.0,0.0,0,81 to 90
826201,2,85,50.0,,,8262,10841.0,,,0,81 to 90
826301,2,85,60.0,150.0,26.666666667,8263,16696.0,,,0,81 to 90
826401,2,85,58.0,162.0,22.10028959,8264,2160.0,21785.0,0.0,0,81 to 90
826501,1,85,67.0,177.0,21.385936353,8265,36834.0,15746.0,0.0,0,81 to 90
826601,1,85,76.0,164.0,28.256989887,8266,26953.0,3511.0,0.0,0,81 to 90
826701,2,85,56.0,160.0,21.875,8267,1812.0,35306.0,0.0,0,81 to 90
826801,1,85,80.0,171.0,27.358845457,8268,58165.0,3581.0,0.0,0,81 to 90
826901,1,85,86.0,170.0,29.757785467,8269,20819.0,,,0,81 to 90
827001,2,85,60.0,155.0,24.973985432,8270,10899.0,,,0,81 to 90
82701,2,62,72.0,164.0,26.769779893,827,24416.0,,,0,60 to 70
827101,2,85,54.0,153.0,23.06805075,8271,11205.0,,,0,81 to 90
827201,1,85,80.0,170.0,27.6816609,8272,35277.0,6766.0,0.0,0,81 to 90
827301,2,85,70.0,165.0,25.711662075,8273,20897.0,,,0,81 to 90
827401,2,85,51.0,154.0,21.504469556,8274,29252.0,,,0,81 to 90
827501,2,85,53.0,150.0,23.555555556,8275,2274.0,36282.0,0.0,0,81 to 90
827601,2,85,67.0,154.0,28.250969809,8276,31517.0,,,0,81 to 90
827701,1,85,100.0,168.0,35.430839002,8277,12696.0,14688.0,0.0,0,81 to 90
827801,2,85,85.0,165.0,31.221303949,8278,22428.0,,,0,81 to 90
827901,2,85,45.0,160.0,17.578125,8279,12011.0,,,0,81 to 90
828001,2,85,90.0,140.0,45.918367347,8280,13894.0,,,0,81 to 90
82801,2,62,70.0,153.0,29.90302875,828,19062.0,,,0,60 to 70
828101,2,85,60.0,158.0,24.034609838,8281,21711.0,,,0,81 to 90
828201,2,85,82.0,150.0,36.444444444,8282,21645.0,,,0,81 to 90
828301,2,85,62.0,152.0,26.835180055,8283,32821.0,,,0,81 to 90
828401,1,85,63.0,157.0,25.558846201,8284,18993.0,10827.0,0.0,0,81 to 90
828501,1,85,94.0,170.0,32.525951557,8285,19972.0,3324.0,0.0,0,81 to 90
828601,2,85,65.0,166.0,23.58832922,8286,21745.0,,,0,81 to 90
828701,1,85,59.0,160.0,23.046875,8287,9725.0,8689.0,0.0,0,81 to 90
828801,1,85,92.0,178.0,29.036737786,8288,14772.0,,,0,81 to 90
828901,2,85,71.0,161.0,27.39091856,8289,9362.0,,,0,81 to 90
829001,2,85,56.0,157.0,22.718974401,8290,20018.0,,,0,81 to 90
82901,2,62,63.0,156.0,25.887573964,829,3767.0,8838.0,0.0,0,60 to 70
829101,2,85,78.0,160.0,30.46875,8291,14103.0,,,0,81 to 90
829201,1,85,90.0,180.0,27.777777778,8292,20695.0,3611.0,0.0,0,81 to 90
829301,1,85,70.0,170.0,24.221453287,8293,13595.0,2085.0,0.0,0,81 to 90
829401,1,85,80.0,150.0,35.555555556,8294,9972.0,,,0,81 to 90
829501,2,85,50.0,156.0,20.545693623,8295,16656.0,,,0,81 to 90
829601,2,85,65.0,160.0,25.390625,8296,8046.0,9829.0,0.0,0,81 to 90
829701,2,85,68.0,168.0,24.092970522,8297,7887.0,14460.0,0.0,0,81 to 90
829801,2,85,70.0,148.0,31.957633309,8298,17782.0,,,0,81 to 90
829901,2,85,54.0,148.0,24.65303141,8299,21440.0,,,0,81 to 90
830001,2,85,80.0,152.0,34.626038781,8300,17550.0,,,0,81 to 90
83001,1,62,78.0,172.0,26.365603029,830,34163.0,26416.0,0.0,0,60 to 70
8301,1,60,80.0,174.0,26.423569824,83,12170.0,21747.0,0.0,0,60 to 70
830101,2,85,70.0,150.0,31.111111111,8301,9202.0,,,0,81 to 90
830201,1,85,90.0,172.0,30.421849648,8302,23134.0,19602.0,0.0,0,81 to 90
830301,2,85,65.0,165.0,23.875114784,8303,10883.0,14066.0,0.0,0,81 to 90
830401,2,85,65.0,140.0,33.163265306,8304,19020.0,,,0,81 to 90
830501,2,85,65.0,150.0,28.888888889,8305,15300.0,,,0,81 to 90
830601,2,85,61.0,162.0,23.243408017,8306,31894.0,,,0,81 to 90
830701,2,85,55.0,151.0,24.121749046,8307,25146.0,,,0,81 to 90
830801,2,85,52.0,153.0,22.2136785,8308,4868.0,13102.0,0.0,0,81 to 90
830901,1,85,71.0,160.0,27.734375,8309,10550.0,11504.0,0.0,0,81 to 90
831001,2,85,97.0,155.0,40.374609781,8310,14992.0,,,0,81 to 90
83101,2,62,,155.0,,831,15501.0,,,0,60 to 70
831101,2,85,64.0,158.0,25.636917161,8311,30361.0,27340.0,0.0,0,81 to 90
831201,2,85,67.0,156.0,27.531229454,8312,4538.0,14422.0,0.0,0,81 to 90
831301,2,85,62.0,162.0,23.624447493,8313,25164.0,19970.0,0.0,0,81 to 90
831401,2,85,75.0,160.0,29.296875,8314,9585.0,,,0,81 to 90
831501,1,85,52.0,175.0,16.979591837,8315,6471.0,20842.0,0.0,0,81 to 90
831601,1,85,73.0,170.0,25.259515571,8316,17375.0,22816.0,0.0,0,81 to 90
831701,1,85,110.0,170.0,38.062283737,8317,34439.0,1907.0,0.0,0,81 to 90
831801,1,85,66.0,166.0,23.951226593,8318,69001.0,0.0,0.0,0,81 to 90
831901,2,85,46.0,145.0,21.878715815,8319,4675.0,5491.0,0.0,0,81 to 90
832001,2,85,52.0,150.0,23.111111111,8320,13862.0,,,0,81 to 90
83201,2,62,80.0,165.0,29.384756657,832,6015.0,17619.0,0.0,0,60 to 70
832101,1,85,69.0,172.0,23.323418064,8321,14354.0,,,0,81 to 90
832201,2,85,56.0,158.0,22.432302516,8322,4290.0,47025.0,0.0,0,81 to 90
832301,1,85,,,,8323,13111.0,,,0,81 to 90
832401,2,85,51.0,170.0,17.647058824,8324,16844.0,,,0,81 to 90
832501,1,85,70.0,165.0,25.711662075,8325,13581.0,7460.0,0.0,0,81 to 90
832601,2,85,72.0,156.0,29.585798817,8326,24893.0,,,0,81 to 90
832701,2,85,72.0,154.0,30.359251138,8327,6454.0,22120.0,0.0,0,81 to 90
832801,2,85,72.0,155.0,29.968782518,8328,14024.0,,,3800,81 to 90
832901,2,85,50.0,148.0,22.826880935,8329,8655.0,,,0,81 to 90
833001,2,85,50.0,158.0,20.028841532,8330,57010.0,,,0,81 to 90
83301,2,62,54.0,159.0,21.35991456,833,35346.0,28587.0,0.0,0,60 to 70
833101,2,85,70.0,152.0,30.297783934,8331,11402.0,,,0,81 to 90
833201,1,85,65.0,156.0,26.709401709,8332,10062.0,,,0,81 to 90
833301,2,85,83.0,159.0,32.830979787,8333,15762.0,,,0,81 to 90
833401,2,85,,,,8334,13278.0,,,0,81 to 90
833501,2,85,70.0,162.0,26.672763298,8335,11224.0,,,0,81 to 90
833601,2,85,60.0,164.0,22.308149911,8336,4446.0,62753.0,0.0,0,81 to 90
833701,1,85,75.0,172.0,25.351541374,8337,10528.0,6097.0,0.0,0,81 to 90
833801,2,85,72.0,170.0,24.91349481,8338,21935.0,,,0,81 to 90
833901,1,85,90.0,170.0,31.141868512,8339,17890.0,3348.0,0.0,0,81 to 90
834001,2,85,55.0,150.0,24.444444444,8340,18364.0,,,0,81 to 90
83401,1,62,70.0,173.0,23.388686558,834,19940.0,13834.0,0.0,0,60 to 70
834101,2,85,60.0,158.0,24.034609838,8341,12407.0,,,0,81 to 90
834201,1,85,71.0,173.0,23.722810652,8342,28892.0,19206.0,0.0,0,81 to 90
834301,2,85,50.0,150.0,22.222222222,8343,14038.0,,,0,81 to 90
834401,2,85,75.0,165.0,27.548209366,8344,14241.0,,,0,81 to 90
834501,2,85,84.0,168.0,29.761904762,8345,12007.0,,,0,81 to 90
834601,1,85,82.0,177.0,26.173832551,8346,10219.0,,,0,81 to 90
834701,1,85,75.0,174.0,24.77209671,8347,14027.0,0.0,0.0,0,81 to 90
834801,1,85,79.0,175.0,25.795918367,8348,14610.0,14840.0,0.0,0,81 to 90
834901,2,85,37.0,148.0,16.891891892,8349,1746.0,4812.0,0.0,0,81 to 90
835001,2,85,72.0,149.0,32.430971578,8350,3322.0,19184.0,0.0,0,81 to 90
83501,1,62,90.0,158.0,36.051914757,835,22574.0,8977.0,0.0,0,60 to 70
835101,1,85,90.0,163.0,33.874063759,8351,26857.0,2963.0,0.0,0,81 to 90
835201,2,85,60.0,160.0,23.4375,8352,13809.0,,,0,81 to 90
835301,2,85,58.0,155.0,24.141519251,8353,12736.0,,,0,81 to 90
835401,2,85,65.0,158.0,26.037493991,8354,11291.0,,,0,81 to 90
835501,1,85,67.0,170.0,23.183391003,8355,20804.0,3460.0,0.0,0,81 to 90
835601,2,85,78.0,150.0,34.666666667,8356,6014.0,17208.0,0.0,0,81 to 90
835701,2,85,65.0,158.0,26.037493991,8357,7460.0,12389.0,0.0,0,81 to 90
835801,2,85,63.0,160.0,24.609375,8358,8442.0,,,0,81 to 90
835901,1,85,79.0,166.0,28.668892437,8359,34748.0,9898.0,0.0,0,81 to 90
836001,2,85,56.0,162.0,21.338210639,8360,15731.0,,,0,81 to 90
83601,1,62,90.0,177.0,28.72737719,836,24742.0,33834.0,0.0,0,60 to 70
836101,2,85,80.0,150.0,35.555555556,8361,15665.0,,,0,81 to 90
836201,2,85,,166.0,,8362,14492.0,16650.0,0.0,0,81 to 90
836301,1,85,,167.0,,8363,35770.0,,,0,81 to 90
836401,1,85,78.0,168.0,27.636054422,8364,24361.0,0.0,0.0,0,81 to 90
836501,2,85,64.0,158.0,25.636917161,8365,10217.0,,,0,81 to 90
836601,2,85,57.0,161.0,21.989892365,8366,26550.0,,,0,81 to 90
836701,2,85,82.0,158.0,32.847300112,8367,25847.0,,,0,81 to 90
836801,1,85,65.0,169.0,22.758306782,8368,19042.0,2795.0,0.0,0,81 to 90
836901,2,85,55.0,153.0,23.495236875,8369,21086.0,,,0,81 to 90
837001,2,85,35.0,156.0,14.381985536,8370,644.0,,,0,81 to 90
83701,2,62,63.0,160.0,24.609375,837,2082.0,21171.0,0.0,0,60 to 70
837101,1,85,65.0,160.0,25.390625,8371,23022.0,14378.0,0.0,0,81 to 90
837201,2,85,48.0,156.0,19.723865878,8372,11506.0,,,0,81 to 90
837301,1,85,66.0,172.0,22.309356409,8373,9287.0,0.0,0.0,0,81 to 90
837401,2,85,56.0,158.0,22.432302516,8374,10587.0,,,0,81 to 90
837501,1,85,90.0,172.0,30.421849648,8375,26560.0,0.0,0.0,0,81 to 90
837601,2,85,62.0,144.0,29.899691358,8376,13921.0,,,0,81 to 90
837701,1,85,64.0,165.0,23.507805326,8377,14868.0,2322.0,0.0,0,81 to 90
837801,2,85,75.0,152.0,32.461911357,8378,10249.0,,,0,81 to 90
837901,2,85,62.0,156.0,25.476660092,8379,27553.0,,,0,81 to 90
838001,1,85,135.0,175.0,44.081632653,8380,18883.0,16683.0,0.0,0,81 to 90
83801,2,62,85.0,163.0,31.992171327,838,13549.0,24333.0,0.0,0,60 to 70
838101,1,85,96.0,175.0,31.346938776,8381,33214.0,1798.0,0.0,0,81 to 90
838201,2,85,70.0,162.0,26.672763298,8382,14007.0,15731.0,0.0,0,81 to 90
838301,2,85,75.0,160.0,29.296875,8383,15321.0,,,0,81 to 90
838401,2,85,45.0,167.0,16.135393883,8384,2800.0,35860.0,0.0,0,81 to 90
838501,1,85,83.0,179.0,25.904310103,8385,25537.0,,,0,81 to 90
838601,1,85,70.0,170.0,24.221453287,8386,17628.0,1672.0,0.0,0,81 to 90
838701,1,85,88.0,180.0,27.160493827,8387,11883.0,9079.0,0.0,0,81 to 90
838801,2,85,70.0,153.0,29.90302875,8388,10021.0,,,0,81 to 90
838901,2,85,58.0,155.0,24.141519251,8389,4742.0,18166.0,0.0,0,81 to 90
839001,2,85,70.0,160.0,27.34375,8390,10624.0,,,0,81 to 90
83901,2,62,118.0,158.0,47.268066015,839,57365.0,28346.0,0.0,0,60 to 70
839101,2,85,60.0,150.0,26.666666667,8391,20626.0,,,0,81 to 90
839201,2,85,60.0,165.0,22.038567493,8392,9583.0,13095.0,0.0,0,81 to 90
839301,2,85,38.0,150.0,16.888888889,8393,15287.0,,,0,81 to 90
839401,2,85,65.0,154.0,27.407657278,8394,23252.0,,,0,81 to 90
839501,2,85,58.0,158.0,23.233456177,8395,19662.0,,,0,81 to 90
839601,2,85,64.0,159.0,25.315454294,8396,12357.0,20786.0,0.0,0,81 to 90
839701,1,85,72.0,174.0,23.781212842,8397,16458.0,14650.0,0.0,0,81 to 90
839801,2,85,65.0,155.0,27.055150884,8398,8220.0,,,0,81 to 90
839901,2,85,49.0,168.0,17.361111111,8399,9052.0,,,0,81 to 90
840001,1,85,65.0,165.0,23.875114784,8400,21376.0,290.0,0.0,0,81 to 90
84001,2,62,80.0,160.0,31.25,840,17901.0,16461.0,0.0,0,60 to 70
8401,1,60,102.0,183.0,30.45776225,84,32831.0,15941.0,0.0,0,60 to 70
840101,2,85,50.0,155.0,20.811654527,8401,32710.0,,,0,81 to 90
840201,1,85,80.0,190.0,22.16066482,8402,19625.0,2199.0,0.0,0,81 to 90
840301,2,85,39.0,155.0,16.233090531,8403,5753.0,,,0,81 to 90
840401,2,85,69.0,163.0,25.970115548,8404,16155.0,,,0,81 to 90
840501,2,85,54.0,165.0,19.834710744,8405,3119.0,18613.0,0.0,0,81 to 90
840601,1,85,68.0,170.0,23.529411765,8406,18144.0,,,0,81 to 90
840701,1,85,88.0,168.0,31.179138322,8407,23063.0,16941.0,0.0,0,81 to 90
840801,1,85,71.0,164.0,26.397977394,8408,18986.0,,,0,81 to 90
840901,1,85,82.0,169.0,28.710479325,8409,9590.0,8590.0,0.0,0,81 to 90
841001,2,85,,146.0,,8410,6852.0,9332.0,0.0,0,81 to 90
84101,2,62,75.0,163.0,28.228386465,841,10741.0,17107.0,0.0,0,60 to 70
841101,2,85,61.0,157.0,24.747454258,8411,16510.0,,,0,81 to 90
841201,1,85,59.0,160.0,23.046875,8412,12761.0,9585.0,0.0,0,81 to 90
841301,2,85,90.0,166.0,32.660763536,8413,14370.0,,,0,81 to 90
841401,1,85,79.0,165.0,29.017447199,8414,18954.0,,,0,81 to 90
841501,2,85,53.0,151.0,23.244594535,8415,1170.0,25162.0,0.0,0,81 to 90
841601,1,85,90.0,167.0,32.270787766,8416,9440.0,8295.0,0.0,0,81 to 90
841701,2,85,80.0,163.0,30.110278896,8417,29290.0,,,0,81 to 90
841801,1,85,100.0,163.0,37.637848621,8418,43284.0,37444.0,0.0,0,81 to 90
841901,2,85,60.0,160.0,23.4375,8419,1675.0,15783.0,0.0,0,81 to 90
842001,1,85,68.0,169.0,23.808690172,8420,10228.0,,,0,81 to 90
84201,2,62,52.0,160.0,20.3125,842,28022.0,43887.0,0.0,0,60 to 70
842101,1,85,71.0,165.0,26.078971534,8421,19102.0,6521.0,0.0,0,81 to 90
842201,2,85,80.0,165.0,29.384756657,8422,3010.0,24733.0,0.0,0,81 to 90
842301,2,85,74.0,170.0,25.605536332,8423,6355.0,18767.0,0.0,0,81 to 90
842401,2,85,85.0,164.0,31.603212374,8424,19303.0,,,0,81 to 90
842501,2,85,60.0,155.0,24.973985432,8425,27536.0,,,0,81 to 90
842601,2,85,55.0,158.0,22.031725685,8426,4118.0,88401.0,0.0,0,81 to 90
842701,2,85,50.0,162.0,19.051973784,8427,7368.0,17381.0,0.0,0,81 to 90
842801,1,85,90.0,182.0,27.170631566,8428,46774.0,0.0,0.0,0,81 to 90
842901,1,86,70.0,168.0,24.801587302,8429,15918.0,4671.0,0.0,0,81 to 90
843001,2,86,47.0,140.0,23.979591837,8430,15131.0,,,0,81 to 90
84301,1,62,78.0,182.0,23.547880691,843,21937.0,18424.0,0.0,0,60 to 70
843101,1,86,80.0,178.0,25.249337205,8431,30582.0,3304.0,0.0,0,81 to 90
843201,2,86,67.0,150.0,29.777777778,8432,3313.0,28731.0,0.0,0,81 to 90
843301,2,86,54.0,160.0,21.09375,8433,23523.0,,,0,81 to 90
843401,2,86,80.0,165.0,29.384756657,8434,23747.0,,,0,81 to 90
843501,2,86,69.0,169.0,24.158817969,8435,14849.0,,,0,81 to 90
843601,1,86,72.0,185.0,21.03725347,8436,6614.0,16730.0,0.0,0,81 to 90
843701,1,86,60.0,168.0,21.258503401,8437,15379.0,3843.0,0.0,0,81 to 90
843801,1,86,69.0,163.0,25.970115548,8438,20239.0,21379.0,0.0,0,81 to 90
843901,1,86,80.0,170.0,27.6816609,8439,9936.0,12838.0,0.0,0,81 to 90
844001,2,86,82.0,160.0,32.03125,8440,10606.0,,,0,81 to 90
84401,2,62,88.0,150.0,39.111111111,844,1306.0,25576.0,0.0,0,60 to 70
844101,2,86,48.0,165.0,17.630853994,8441,4389.0,21749.0,0.0,0,81 to 90
844201,2,86,65.0,154.0,27.407657278,8442,13662.0,,,0,81 to 90
844301,1,86,80.0,172.0,27.041644132,8443,9948.0,10042.0,0.0,0,81 to 90
844401,2,86,90.0,160.0,35.15625,8444,8470.0,12216.0,0.0,0,81 to 90
844501,1,86,75.0,169.0,26.259584748,8445,69136.0,1316.0,0.0,0,81 to 90
844601,2,86,71.0,154.0,29.937594873,8446,23333.0,,,0,81 to 90
844701,2,86,85.0,163.0,31.992171327,8447,16032.0,,,0,81 to 90
844801,2,86,49.0,150.0,21.777777778,8448,14144.0,,,0,81 to 90
844901,1,86,82.0,178.0,25.880570635,8449,11726.0,,,0,81 to 90
845001,2,86,58.0,162.0,22.10028959,8450,3575.0,,,0,81 to 90
84501,1,62,100.0,174.0,33.02946228,845,17583.0,,,0,60 to 70
845101,1,86,68.0,158.0,27.239224483,8451,16120.0,,,0,81 to 90
845201,1,86,62.0,165.0,22.77318641,8452,13963.0,,,0,81 to 90
845301,2,86,60.0,160.0,23.4375,8453,6454.0,22842.0,0.0,0,81 to 90
845401,1,86,100.0,174.0,33.02946228,8454,22776.0,14000.0,0.0,0,81 to 90
845501,2,86,80.0,170.0,27.6816609,8455,1737.0,14500.0,0.0,0,81 to 90
845601,2,86,68.0,167.0,24.382372979,8456,7530.0,,,0,81 to 90
845701,2,86,,160.0,,8457,10213.0,,,0,81 to 90
845801,2,86,50.0,160.0,19.53125,8458,9614.0,20565.0,0.0,0,81 to 90
845901,2,86,64.0,165.0,23.507805326,8459,25529.0,,,0,81 to 90
846001,1,86,92.0,180.0,28.395061728,8460,17793.0,,,0,81 to 90
84601,1,62,39.0,169.0,13.654984069,846,12339.0,,,0,60 to 70
846101,2,86,,150.0,,8461,9437.0,,,0,81 to 90
846201,1,86,85.0,175.0,27.755102041,8462,13892.0,9823.0,0.0,0,81 to 90
846301,2,86,55.0,160.0,21.484375,8463,7954.0,81189.0,0.0,0,81 to 90
846401,2,86,67.0,165.0,24.609733701,8464,11737.0,,,0,81 to 90
846501,1,86,72.0,180.0,22.222222222,8465,27313.0,1686.0,0.0,0,81 to 90
846601,1,86,63.0,164.0,23.423557406,8466,20196.0,9366.0,0.0,0,81 to 90
846701,2,86,48.0,162.0,18.289894833,8467,1737.0,,,0,81 to 90
846801,2,86,53.0,151.0,23.244594535,8468,7180.0,,,0,81 to 90
846901,1,86,60.0,170.0,20.761245675,8469,30554.0,,,0,81 to 90
847001,2,86,,157.0,,8470,6664.0,,,0,81 to 90
84701,2,62,62.0,160.0,24.21875,847,22560.0,27800.0,0.0,0,60 to 70
847101,2,86,,,,8471,12276.0,,,0,81 to 90
847201,1,86,80.0,165.0,29.384756657,8472,32604.0,1357.0,0.0,0,81 to 90
