idmen_care,AHENTSEX,AHENTAGE,AHENTCOH,SCORE_AIDE
5179,2.0,75.0,1,0.0
5183,2.0,43.0,0,1.0
5183,2.0,48.0,0,1.0
5183,2.0,58.0,0,2.0
5183,1.0,40.0,1,2.0
5183,1.0,49.0,0,0.0
5183,1.0,42.0,0,0.0
5186,1.0,46.0,0,2.0
5186,2.0,44.0,0,3.0
5189,2.0,69.0,0,0.0
5191,2.0,54.0,0,1.0
5191,2.0,49.0,0,1.0
5191,2.0,34.0,0,3.0
5191,1.0,53.0,0,1.0
5191,1.0,53.0,0,0.0
5191,1.0,51.0,0,0.0
5193,1.0,78.0,1,2.0
5194,2.0,75.0,1,2.0
5194,2.0,35.0,0,3.0
5194,2.0,39.0,0,1.0
5197,2.0,71.0,1,7.0
5198,1.0,80.0,1,0.0
5199,2.0,63.0,1,1.0
5199,2.0,67.0,0,3.0
5201,1.0,76.0,1,4.0
5202,2.0,72.0,1,0.0
5205,2.0,74.0,1,1.0
5206,2.0,69.0,0,0.0
5206,1.0,76.0,0,2.0
5207,1.0,77.0,1,0.0
5208,1.0,50.0,1,1.0
5210,2.0,61.0,0,1.0
5211,1.0,53.0,0,0.0
5213,2.0,75.0,1,1.0
5219,2.0,80.0,1,0.0
5221,1.0,79.0,1,0.0
5222,1.0,62.0,0,0.0
5223,1.0,55.0,1,0.0
5224,1.0,79.0,1,3.0
5224,2.0,51.0,0,2.0
5225,2.0,78.0,1,0.0
5228,2.0,76.0,1,0.0
5228,2.0,58.0,0,6.0
5229,1.0,67.0,1,1.0
5229,2.0,45.0,0,0.0
5231,1.0,46.0,0,2.0
5232,1.0,81.0,1,1.0
5239,1.0,75.0,0,0.0
5244,1.0,54.0,1,2.0
5245,1.0,77.0,1,0.0
5247,2.0,74.0,1,0.0
5249,1.0,53.0,0,0.0
5249,1.0,50.0,0,0.0
5249,2.0,51.0,0,0.0
5249,1.0,23.0,0,0.0
5249,2.0,55.0,0,0.0
5250,2.0,71.0,1,4.0
5251,2.0,76.0,1,0.0
5253,1.0,55.0,0,0.0
5253,1.0,68.0,1,8.0
5254,2.0,70.0,1,2.0
5258,2.0,27.0,0,1.0
5269,2.0,54.0,0,0.0
5269,1.0,52.0,0,0.0
5271,2.0,47.0,1,1.0
5271,1.0,52.0,1,0.0
5273,2.0,75.0,1,0.0
5276,2.0,48.0,0,0.0
5276,2.0,52.0,0,1.0
5279,1.0,82.0,1,1.0
5280,2.0,73.0,1,2.0
5284,1.0,49.0,1,0.0
5285,2.0,72.0,1,0.0
5286,1.0,57.0,0,1.0
5287,2.0,54.0,0,1.0
5289,1.0,43.0,1,1.0
5289,2.0,45.0,0,1.0
5297,2.0,39.0,1,4.0
5297,1.0,47.0,1,6.0
5297,2.0,13.0,1,0.0
5299,2.0,51.0,1,8.0
5301,2.0,39.0,0,1.0
5302,2.0,68.0,1,0.0
5303,2.0,63.0,0,1.0
5304,2.0,74.0,1,2.0
5310,1.0,79.0,1,2.0
5318,2.0,71.0,1,5.0
5318,1.0,50.0,0,0.0
5318,2.0,52.0,0,0.0
5318,1.0,44.0,0,0.0
5319,1.0,49.0,1,1.0
5321,1.0,75.0,1,2.0
5321,2.0,42.0,1,2.0
5321,2.0,49.0,0,0.0
5325,2.0,67.0,1,3.0
5325,2.0,45.0,0,0.0
5325,1.0,43.0,0,0.0
5326,2.0,52.0,0,0.0
5333,2.0,70.0,1,0.0
5336,2.0,70.0,0,1.0
5341,2.0,60.0,0,2.0
5343,2.0,73.0,1,2.0
5344,2.0,53.0,0,1.0
5348,2.0,46.0,1,0.0
5349,2.0,70.0,1,2.0
5351,1.0,80.0,1,1.0
5354,1.0,40.0,1,0.0
5355,1.0,56.0,0,0.0
5355,2.0,67.0,0,1.0
5357,2.0,45.0,0,1.0
5358,1.0,77.0,1,1.0
5361,2.0,56.0,0,1.0
5363,2.0,76.0,1,1.0
5370,2.0,49.0,0,1.0
5372,2.0,38.0,1,0.0
5377,2.0,51.0,1,2.0
5381,2.0,42.0,0,0.0
5383,1.0,75.0,1,3.0
5383,2.0,43.0,0,0.0
5383,2.0,47.0,0,0.0
5383,2.0,42.0,0,0.0
5391,1.0,76.0,1,3.0
5393,2.0,69.0,1,2.0
5393,1.0,48.0,0,0.0
5393,2.0,46.0,0,0.0
5393,1.0,49.0,0,0.0
5393,2.0,18.0,0,0.0
5393,2.0,19.0,0,0.0
5394,1.0,78.0,1,2.0
5395,1.0,77.0,1,0.0
5398,1.0,28.0,0,2.0
5398,1.0,26.0,0,0.0
5403,2.0,78.0,1,0.0
5409,1.0,70.0,1,0.0
5412,2.0,21.0,1,2.0
5412,1.0,4.0,1,0.0
5413,1.0,52.0,0,2.0
5413,2.0,51.0,0,2.0
5413,2.0,46.0,0,2.0
5416,2.0,56.0,1,2.0
5417,2.0,48.0,0,2.0
5418,2.0,60.0,0,0.0
5421,1.0,82.0,1,3.0
5423,1.0,81.0,1,0.0
5424,1.0,53.0,0,1.0
5424,1.0,52.0,0,1.0
5425,1.0,86.0,1,0.0
5425,1.0,55.0,0,0.0
5425,1.0,46.0,0,0.0
5425,1.0,42.0,0,0.0
5429,2.0,56.0,0,1.0
5429,2.0,57.0,0,0.0
5430,1.0,79.0,1,4.0
5431,2.0,58.0,0,0.0
5431,2.0,56.0,0,0.0
5431,1.0,42.0,0,1.0
5433,2.0,75.0,1,5.0
5436,1.0,59.0,0,0.0
5436,2.0,60.0,0,0.0
5437,1.0,76.0,0,2.0
5438,2.0,69.0,1,1.0
5438,1.0,41.0,0,2.0
5438,2.0,39.0,0,0.0
5441,2.0,55.0,0,0.0
5443,2.0,73.0,1,3.0
5445,2.0,72.0,1,1.0
5447,1.0,73.0,1,0.0
5448,1.0,48.0,0,1.0
5450,1.0,75.0,1,1.0
5458,1.0,81.0,1,4.0
5459,1.0,78.0,1,0.0
5460,2.0,54.0,0,1.0
5460,2.0,59.0,0,1.0
5465,2.0,77.0,1,5.0
5467,2.0,72.0,1,1.0
5467,2.0,47.0,0,2.0
5468,2.0,58.0,0,2.0
5468,2.0,48.0,0,0.0
5468,1.0,60.0,0,1.0
5471,2.0,51.0,0,1.0
5471,1.0,21.0,1,2.0
5471,1.0,57.0,0,0.0
5472,2.0,53.0,0,1.0
5472,2.0,50.0,0,1.0
5473,2.0,53.0,1,1.0
5473,1.0,53.0,1,0.0
5474,1.0,75.0,1,1.0
5475,2.0,72.0,1,0.0
5476,1.0,72.0,1,1.0
5478,2.0,55.0,0,0.0
5479,2.0,53.0,0,2.0
5481,1.0,77.0,1,2.0
5481,2.0,51.0,0,0.0
5481,2.0,50.0,0,0.0
5481,2.0,45.0,0,1.0
5481,1.0,42.0,0,0.0
5481,2.0,70.0,0,0.0
5482,2.0,58.0,0,0.0
5484,1.0,79.0,1,1.0
5485,1.0,53.0,0,0.0
5485,2.0,51.0,0,0.0
5487,1.0,80.0,1,1.0
5488,2.0,66.0,1,0.0
5491,2.0,56.0,0,2.0
5491,2.0,78.0,0,4.0
5492,2.0,54.0,1,0.0
5495,2.0,52.0,0,0.0
5503,2.0,51.0,0,1.0
5503,1.0,49.0,0,0.0
5503,1.0,46.0,0,1.0
5505,2.0,76.0,1,0.0
5505,2.0,46.0,0,0.0
5505,1.0,53.0,0,0.0
5505,1.0,49.0,0,0.0
5506,1.0,47.0,1,2.0
5506,1.0,78.0,1,0.0
5507,2.0,76.0,1,2.0
5509,2.0,48.0,0,6.0
5517,1.0,83.0,1,0.0
5518,2.0,53.0,0,0.0
5518,2.0,52.0,0,0.0
5522,2.0,76.0,1,5.0
5523,2.0,63.0,0,1.0
5524,1.0,83.0,1,0.0
5525,2.0,54.0,0,1.0
5531,2.0,72.0,0,0.0
5531,1.0,62.0,0,0.0
5531,1.0,70.0,0,0.0
5531,1.0,74.0,0,0.0
5531,1.0,72.0,0,0.0
5532,1.0,81.0,1,0.0
5533,1.0,81.0,1,0.0
5534,2.0,67.0,1,1.0
5542,1.0,71.0,1,3.0
5543,2.0,76.0,1,1.0
5543,1.0,55.0,0,0.0
5543,1.0,54.0,0,0.0
5549,2.0,52.0,0,0.0
5550,1.0,80.0,1,0.0
5553,1.0,79.0,1,2.0
5554,1.0,79.0,1,1.0
5557,1.0,47.0,0,2.0
5557,1.0,41.0,0,0.0
5559,2.0,78.0,1,2.0
5561,2.0,49.0,0,0.0
5561,1.0,44.0,0,0.0
5562,2.0,51.0,0,5.0
5562,1.0,52.0,1,2.0
5562,2.0,85.0,0,0.0
5562,2.0,81.0,0,0.0
5567,1.0,80.0,1,0.0
5572,1.0,39.0,0,1.0
5573,2.0,60.0,0,3.0
5574,2.0,57.0,0,0.0
5578,2.0,42.0,0,3.0
5578,2.0,56.0,0,0.0
5578,2.0,55.0,0,2.0
5578,1.0,54.0,0,0.0
5578,1.0,51.0,0,0.0
5578,1.0,50.0,0,0.0
5578,1.0,48.0,0,1.0
5578,1.0,47.0,0,1.0
5578,2.0,45.0,0,0.0
5578,1.0,44.0,0,0.0
5578,2.0,41.0,0,
5578,2.0,36.0,0,
5581,1.0,55.0,0,0.0
5581,2.0,49.0,0,0.0
5583,1.0,78.0,1,5.0
5586,2.0,69.0,1,0.0
5586,1.0,68.0,1,0.0
5589,2.0,53.0,0,0.0
5589,1.0,74.0,0,0.0
5590,2.0,50.0,0,2.0
5593,2.0,78.0,1,0.0
5596,2.0,71.0,1,0.0
5598,1.0,73.0,1,0.0
5599,1.0,79.0,1,3.0
5600,1.0,76.0,1,3.0
5601,2.0,77.0,1,3.0
5607,1.0,81.0,1,1.0
5608,1.0,75.0,1,0.0
5609,1.0,79.0,1,2.0
5614,2.0,80.0,1,4.0
5615,2.0,84.0,1,2.0
5618,2.0,73.0,0,1.0
5621,1.0,38.0,1,0.0
5621,2.0,40.0,0,0.0
5622,2.0,58.0,0,0.0
5623,1.0,79.0,1,3.0
5624,2.0,54.0,0,0.0
5625,1.0,57.0,1,1.0
5627,2.0,76.0,1,2.0
5629,1.0,81.0,1,0.0
5629,1.0,50.0,0,2.0
5632,2.0,65.0,0,1.0
5632,2.0,53.0,0,1.0
5634,2.0,78.0,1,1.0
5635,2.0,48.0,0,1.0
5635,1.0,49.0,0,1.0
5635,1.0,21.0,0,1.0
5635,1.0,18.0,0,0.0
5636,2.0,73.0,1,0.0
5638,1.0,79.0,1,0.0
5639,2.0,84.0,1,2.0
5641,2.0,52.0,1,2.0
5641,1.0,81.0,1,2.0
5643,1.0,75.0,1,1.0
5644,2.0,47.0,0,0.0
5645,2.0,31.0,0,2.0
5651,2.0,57.0,1,0.0
5651,2.0,28.0,1,1.0
5652,1.0,79.0,1,4.0
5652,1.0,54.0,0,0.0
5652,1.0,51.0,0,0.0
5655,1.0,53.0,0,0.0
5657,2.0,55.0,0,0.0
5657,2.0,53.0,0,0.0
5658,1.0,79.0,1,1.0
5661,1.0,82.0,1,1.0
5663,1.0,80.0,1,0.0
5665,2.0,58.0,0,0.0
5665,2.0,55.0,0,0.0
5665,1.0,53.0,0,0.0
5665,2.0,50.0,0,0.0
5665,2.0,45.0,0,0.0
5668,1.0,48.0,0,0.0
5669,2.0,53.0,0,0.0
5669,1.0,48.0,0,0.0
5673,1.0,57.0,0,0.0
5673,1.0,55.0,0,0.0
5673,1.0,53.0,0,0.0
5675,1.0,45.0,0,1.0
5675,2.0,54.0,0,1.0
5676,2.0,83.0,0,1.0
5677,2.0,55.0,0,0.0
5677,1.0,50.0,0,1.0
5680,2.0,31.0,0,3.0
5683,1.0,83.0,1,3.0
5684,2.0,76.0,1,2.0
5685,1.0,55.0,0,2.0
5685,2.0,50.0,0,2.0
5686,1.0,79.0,1,1.0
5686,1.0,55.0,0,0.0
5686,2.0,25.0,0,0.0
5690,1.0,79.0,1,3.0
5692,1.0,80.0,1,1.0
5695,2.0,46.0,0,0.0
5695,1.0,62.0,0,0.0
5698,2.0,42.0,0,1.0
5699,1.0,73.0,1,1.0
5703,2.0,61.0,0,2.0
5703,1.0,45.0,0,1.0
5704,1.0,46.0,1,1.0
5705,2.0,74.0,1,1.0
5708,2.0,76.0,0,2.0
5708,2.0,48.0,0,0.0
5711,2.0,78.0,1,1.0
5713,2.0,74.0,1,0.0
5716,2.0,55.0,1,1.0
5719,1.0,76.0,1,0.0
5720,2.0,76.0,1,0.0
5724,2.0,55.0,0,0.0
5726,1.0,76.0,1,0.0
5730,2.0,71.0,1,0.0
5732,1.0,83.0,1,1.0
5734,2.0,55.0,0,0.0
5734,2.0,54.0,0,0.0
5736,2.0,71.0,1,0.0
5736,2.0,39.0,0,2.0
5737,1.0,78.0,1,3.0
5737,2.0,44.0,0,2.0
5738,2.0,53.0,0,3.0
5738,1.0,51.0,0,0.0
5740,1.0,39.0,1,0.0
5740,2.0,47.0,0,1.0
5740,1.0,52.0,0,0.0
5741,2.0,54.0,0,2.0
5742,2.0,46.0,0,1.0
5743,1.0,77.0,1,2.0
5743,2.0,43.0,0,0.0
5743,1.0,53.0,1,0.0
5744,2.0,71.0,1,1.0
5745,2.0,45.0,0,1.0
5745,2.0,55.0,0,0.0
5750,2.0,82.0,1,0.0
5753,1.0,77.0,1,1.0
5753,2.0,53.0,0,1.0
5756,1.0,51.0,0,1.0
5756,1.0,48.0,0,1.0
5756,1.0,45.0,0,0.0
5756,2.0,51.0,0,2.0
5756,2.0,44.0,0,1.0
5756,2.0,85.0,0,0.0
5756,2.0,60.0,0,0.0
5760,1.0,64.0,1,0.0
5761,2.0,54.0,0,4.0
5762,2.0,75.0,1,0.0
5762,2.0,39.0,0,0.0
5762,1.0,35.0,0,0.0
5764,2.0,24.0,0,1.0
5765,2.0,56.0,1,1.0
5767,1.0,78.0,1,2.0
5768,1.0,78.0,1,1.0
5770,1.0,62.0,0,0.0
5771,1.0,77.0,1,3.0
5777,2.0,76.0,1,1.0
5778,1.0,52.0,1,0.0
5778,2.0,70.0,0,1.0
5780,2.0,44.0,0,2.0
5784,2.0,76.0,1,1.0
5786,1.0,36.0,0,1.0
5786,2.0,36.0,0,0.0
5786,2.0,56.0,0,0.0
5788,1.0,79.0,1,1.0
5790,2.0,52.0,1,5.0
5791,1.0,56.0,0,1.0
5794,2.0,53.0,0,1.0
5795,2.0,70.0,1,0.0
5800,1.0,76.0,1,5.0
5804,1.0,72.0,0,1.0
5804,2.0,80.0,0,0.0
5804,2.0,70.0,0,0.0
5804,2.0,94.0,0,0.0
5805,1.0,82.0,1,1.0
5805,2.0,41.0,0,0.0
5805,1.0,51.0,0,0.0
5808,2.0,70.0,1,3.0
5811,1.0,83.0,1,0.0
5811,1.0,50.0,0,0.0
5813,2.0,48.0,0,3.0
5816,2.0,64.0,1,0.0
5821,2.0,53.0,0,1.0
5822,2.0,54.0,0,1.0
5822,1.0,56.0,0,2.0
5825,2.0,77.0,1,0.0
5828,2.0,74.0,1,2.0
5831,2.0,83.0,1,5.0
5832,2.0,47.0,0,1.0
5832,1.0,52.0,0,3.0
5833,2.0,73.0,1,4.0
5833,2.0,52.0,0,0.0
5833,1.0,47.0,0,0.0
5833,1.0,41.0,0,0.0
5834,2.0,73.0,1,1.0
5835,1.0,79.0,1,0.0
5844,1.0,77.0,1,1.0
5845,2.0,54.0,0,0.0
5845,1.0,42.0,0,0.0
5847,2.0,77.0,1,0.0
5848,2.0,53.0,0,5.0
5849,2.0,46.0,0,2.0
5853,2.0,76.0,0,1.0
5854,2.0,82.0,0,0.0
5856,1.0,41.0,0,0.0
5858,1.0,49.0,0,0.0
5861,2.0,47.0,0,0.0
5862,1.0,78.0,1,2.0
5864,2.0,76.0,0,1.0
5864,2.0,80.0,0,1.0
5865,2.0,52.0,0,1.0
5866,1.0,61.0,0,1.0
5868,2.0,52.0,0,1.0
5868,2.0,73.0,1,3.0
5869,2.0,55.0,1,1.0
5869,2.0,48.0,0,1.0
5871,1.0,47.0,0,1.0
5875,1.0,55.0,0,0.0
5876,1.0,76.0,0,1.0
5881,2.0,60.0,0,2.0
5881,2.0,58.0,0,0.0
5881,2.0,56.0,0,0.0
5881,2.0,55.0,0,0.0
5882,1.0,56.0,0,1.0
5883,1.0,54.0,0,2.0
5883,1.0,56.0,0,0.0
5885,2.0,45.0,0,0.0
5887,1.0,77.0,1,2.0
5887,2.0,51.0,0,0.0
5887,2.0,48.0,0,0.0
5887,2.0,84.0,0,0.0
5887,2.0,82.0,0,0.0
5887,2.0,80.0,0,0.0
5887,2.0,83.0,0,0.0
5888,2.0,64.0,0,0.0
5890,2.0,78.0,0,1.0
5890,2.0,49.0,0,1.0
5891,2.0,55.0,0,1.0
5891,2.0,57.0,0,1.0
5891,1.0,49.0,0,1.0
5891,1.0,42.0,0,1.0
5892,1.0,80.0,1,1.0
5892,2.0,50.0,0,1.0
5893,2.0,57.0,0,1.0
5893,2.0,43.0,0,1.0
5894,2.0,52.0,0,1.0
5895,2.0,39.0,0,0.0
5896,2.0,43.0,1,3.0
5902,1.0,57.0,0,0.0
5902,2.0,36.0,0,0.0
5903,2.0,49.0,0,0.0
5903,1.0,45.0,0,0.0
5903,1.0,69.0,0,0.0
5907,2.0,79.0,1,0.0
5908,1.0,76.0,1,0.0
5912,1.0,56.0,0,1.0
5914,2.0,48.0,0,1.0
5917,1.0,84.0,1,1.0
5917,2.0,54.0,0,1.0
5917,1.0,46.0,0,0.0
5917,2.0,47.0,0,3.0
5917,2.0,50.0,0,3.0
5917,1.0,51.0,0,0.0
5919,2.0,74.0,1,1.0
5920,2.0,56.0,0,3.0
5921,1.0,54.0,1,1.0
5922,2.0,76.0,1,8.0
5924,2.0,44.0,0,1.0
5925,2.0,72.0,1,1.0
5926,1.0,83.0,1,5.0
5928,2.0,47.0,0,2.0
5928,1.0,65.0,0,3.0
5928,2.0,47.0,0,3.0
5928,2.0,56.0,0,2.0
5930,2.0,46.0,0,0.0
5930,1.0,74.0,1,0.0
5931,2.0,43.0,1,2.0
5931,1.0,86.0,1,3.0
5931,1.0,41.0,0,0.0
5931,1.0,60.0,0,0.0
5934,1.0,82.0,1,0.0
5935,2.0,74.0,0,0.0
5936,2.0,48.0,0,1.0
5942,2.0,52.0,1,2.0
5942,2.0,43.0,0,1.0
5942,2.0,46.0,0,0.0
5946,2.0,57.0,0,0.0
5946,1.0,58.0,0,0.0
5951,2.0,59.0,1,0.0
5955,1.0,40.0,0,0.0
5955,1.0,50.0,0,3.0
5956,1.0,79.0,1,3.0
5956,1.0,46.0,0,0.0
5956,1.0,43.0,0,0.0
5958,2.0,53.0,0,1.0
5958,2.0,52.0,0,1.0
5959,1.0,74.0,1,4.0
5961,2.0,51.0,0,1.0
5961,2.0,74.0,1,4.0
5965,1.0,80.0,1,0.0
5966,2.0,55.0,1,0.0
5966,1.0,19.0,1,1.0
5966,2.0,61.0,0,0.0
5966,1.0,50.0,0,0.0
5966,1.0,49.0,0,0.0
5966,1.0,48.0,0,0.0
5966,1.0,46.0,0,0.0
5966,2.0,40.0,0,0.0
5968,2.0,51.0,0,1.0
5968,2.0,25.0,0,0.0
5968,2.0,76.0,0,0.0
5969,2.0,47.0,0,1.0
5969,1.0,48.0,0,0.0
5971,2.0,78.0,1,0.0
5976,2.0,82.0,1,1.0
5979,2.0,53.0,0,0.0
5986,1.0,78.0,1,4.0
5987,1.0,52.0,0,1.0
5987,1.0,50.0,0,0.0
5988,2.0,59.0,1,1.0
5990,2.0,50.0,0,2.0
5990,2.0,48.0,0,3.0
5990,2.0,59.0,0,3.0
5990,1.0,57.0,0,1.0
5992,2.0,69.0,1,0.0
5996,1.0,41.0,0,1.0
5996,1.0,57.0,0,0.0
5999,2.0,50.0,1,1.0
6001,2.0,49.0,1,1.0
6002,1.0,48.0,1,9.0
6002,2.0,42.0,1,4.0
6002,1.0,19.0,1,0.0
6002,2.0,14.0,1,0.0
6002,1.0,55.0,0,1.0
6002,2.0,70.0,0,1.0
6002,1.0,70.0,0,0.0
6002,1.0,40.0,0,0.0
6002,1.0,17.0,0,0.0
6002,1.0,40.0,0,0.0
6007,1.0,78.0,1,2.0
6007,2.0,42.0,0,0.0
6010,2.0,59.0,0,1.0
6012,2.0,76.0,1,0.0
6014,1.0,66.0,1,0.0
6018,2.0,76.0,1,0.0
6020,2.0,58.0,0,1.0
6020,2.0,59.0,0,0.0
6021,2.0,72.0,0,0.0
6024,2.0,58.0,0,1.0
6024,1.0,56.0,0,0.0
6024,2.0,52.0,0,1.0
6026,2.0,67.0,1,5.0
6027,2.0,35.0,1,0.0
6031,2.0,24.0,1,2.0
6032,1.0,51.0,0,2.0
6032,2.0,48.0,0,1.0
6036,2.0,51.0,1,0.0
6037,2.0,43.0,1,2.0
6037,2.0,68.0,1,4.0
6038,2.0,72.0,1,1.0
6039,2.0,52.0,0,1.0
6039,1.0,51.0,0,0.0
6039,2.0,50.0,0,0.0
6039,1.0,54.0,0,0.0
6039,2.0,62.0,0,0.0
6040,1.0,52.0,1,2.0
6040,2.0,38.0,1,3.0
6042,1.0,81.0,1,2.0
6044,2.0,50.0,0,1.0
6044,2.0,52.0,0,1.0
6044,1.0,53.0,0,0.0
6046,2.0,76.0,1,7.0
6046,1.0,53.0,0,0.0
6046,2.0,45.0,0,0.0
6051,2.0,55.0,0,2.0
6051,2.0,42.0,0,2.0
6051,1.0,81.0,1,5.0
6052,1.0,84.0,1,1.0
6052,1.0,60.0,0,0.0
6053,1.0,55.0,1,0.0
6053,1.0,47.0,1,1.0
6056,2.0,21.0,0,0.0
6059,1.0,54.0,1,0.0
6061,2.0,75.0,1,1.0
6061,2.0,53.0,0,0.0
6062,2.0,65.0,0,0.0
6063,1.0,59.0,0,2.0
6063,2.0,50.0,0,2.0
6073,1.0,53.0,0,0.0
6080,2.0,34.0,0,0.0
6083,2.0,62.0,0,2.0
6084,1.0,83.0,1,0.0
6088,2.0,55.0,1,2.0
6091,1.0,46.0,0,0.0
6091,2.0,52.0,0,0.0
6093,1.0,79.0,1,5.0
6095,2.0,55.0,0,1.0
6097,2.0,80.0,1,3.0
6098,2.0,76.0,1,6.0
6100,2.0,75.0,0,2.0
6101,2.0,50.0,0,3.0
6102,1.0,73.0,1,0.0
6102,2.0,30.0,0,0.0
6104,2.0,60.0,0,4.0
6104,2.0,57.0,0,0.0
6104,2.0,49.0,0,3.0
6108,2.0,73.0,1,0.0
6110,2.0,80.0,1,0.0
6111,1.0,73.0,1,0.0
6112,2.0,46.0,1,1.0
6117,2.0,80.0,0,0.0
6117,2.0,68.0,0,0.0
6117,2.0,78.0,0,0.0
6120,1.0,56.0,0,1.0
6120,1.0,50.0,0,0.0
6121,2.0,25.0,0,1.0
6121,1.0,52.0,0,0.0
6121,2.0,55.0,0,0.0
6125,2.0,50.0,0,2.0
6127,2.0,56.0,1,0.0
6134,1.0,47.0,1,2.0
6137,2.0,52.0,0,0.0
6137,1.0,47.0,0,0.0
6137,1.0,53.0,0,0.0
6137,2.0,44.0,0,0.0
6138,2.0,74.0,0,0.0
6141,2.0,55.0,0,0.0
6145,1.0,78.0,1,0.0
6145,1.0,49.0,0,0.0
6145,1.0,45.0,0,0.0
6148,2.0,52.0,0,2.0
6148,2.0,71.0,0,0.0
6151,2.0,34.0,0,0.0
6151,2.0,68.0,0,1.0
6155,2.0,75.0,1,1.0
6157,2.0,39.0,0,2.0
6158,1.0,46.0,0,0.0
6159,1.0,46.0,0,2.0
6162,2.0,62.0,0,1.0
6165,2.0,36.0,0,0.0
6166,2.0,55.0,0,0.0
6168,2.0,53.0,0,1.0
6168,1.0,58.0,0,0.0
6170,1.0,81.0,1,2.0
6170,1.0,55.0,0,0.0
6170,2.0,56.0,0,0.0
6170,2.0,76.0,0,0.0
6170,2.0,50.0,0,0.0
6171,2.0,41.0,1,2.0
6173,2.0,56.0,1,1.0
6178,1.0,55.0,0,0.0
6185,2.0,71.0,0,3.0
6185,2.0,65.0,0,1.0
6186,2.0,54.0,0,0.0
6186,2.0,65.0,0,0.0
6187,1.0,36.0,1,1.0
6187,2.0,26.0,0,0.0
6187,1.0,25.0,0,0.0
6189,1.0,79.0,1,3.0
6193,1.0,47.0,1,0.0
6193,2.0,50.0,0,0.0
6197,2.0,58.0,0,4.0
6197,2.0,50.0,0,2.0
6198,1.0,78.0,1,1.0
6199,2.0,75.0,1,3.0
6199,1.0,40.0,0,0.0
6199,2.0,41.0,0,1.0
6199,1.0,52.0,0,0.0
6200,2.0,73.0,1,2.0
6200,1.0,51.0,0,0.0
6200,1.0,47.0,0,0.0
6200,2.0,54.0,0,0.0
6200,2.0,26.0,0,0.0
6200,2.0,23.0,0,1.0
6200,1.0,25.0,0,0.0
6200,2.0,22.0,0,0.0
6200,1.0,23.0,0,0.0
6200,1.0,19.0,0,0.0
6200,,,0,
6200,,,0,
6200,,,0,
6201,2.0,73.0,1,4.0
6203,2.0,39.0,0,0.0
6204,2.0,79.0,1,6.0
6204,2.0,49.0,0,0.0
6205,1.0,80.0,1,0.0
6207,1.0,53.0,0,0.0
6207,2.0,52.0,0,1.0
6211,2.0,57.0,0,0.0
6214,1.0,49.0,0,1.0
6214,2.0,52.0,0,2.0
6214,2.0,51.0,0,1.0
6215,1.0,80.0,0,1.0
6215,2.0,71.0,0,0.0
6215,2.0,73.0,0,0.0
6215,2.0,57.0,0,0.0
6216,2.0,48.0,0,2.0
6217,2.0,80.0,1,1.0
6218,2.0,69.0,1,2.0
6219,2.0,60.0,1,2.0
6220,1.0,83.0,1,0.0
6220,2.0,56.0,0,1.0
6220,1.0,58.0,0,0.0
6221,2.0,75.0,1,3.0
6221,2.0,42.0,0,1.0
6222,1.0,68.0,1,1.0
6227,2.0,55.0,0,1.0
6229,2.0,52.0,0,1.0
6230,1.0,87.0,1,3.0
6231,2.0,56.0,0,0.0
6233,1.0,49.0,0,2.0
6234,2.0,50.0,1,2.0
6234,1.0,51.0,1,1.0
6235,2.0,77.0,1,1.0
6236,2.0,90.0,1,0.0
6236,2.0,49.0,0,2.0
6236,1.0,48.0,0,2.0
6237,2.0,49.0,0,1.0
6240,2.0,51.0,0,2.0
6242,2.0,53.0,0,1.0
6242,2.0,68.0,0,0.0
6243,2.0,56.0,0,1.0
6248,1.0,49.0,0,1.0
6248,2.0,50.0,0,0.0
6248,1.0,61.0,0,0.0
6248,2.0,52.0,0,0.0
6250,2.0,47.0,0,0.0
6250,1.0,55.0,0,0.0
6250,2.0,42.0,0,0.0
6253,2.0,40.0,0,1.0
6256,1.0,81.0,1,0.0
6260,1.0,47.0,1,2.0
6265,2.0,79.0,1,1.0
6266,2.0,46.0,0,1.0
6266,2.0,27.0,0,1.0
6266,2.0,50.0,0,1.0
6266,1.0,51.0,0,0.0
6266,2.0,40.0,0,1.0
6266,2.0,34.0,0,0.0
6266,1.0,32.0,0,1.0
6270,1.0,80.0,1,1.0
6272,1.0,83.0,1,0.0
6274,1.0,79.0,1,1.0
6275,1.0,80.0,1,2.0
6276,2.0,50.0,0,2.0
6276,1.0,54.0,0,1.0
6276,1.0,56.0,0,1.0
6277,1.0,81.0,1,0.0
6277,1.0,57.0,0,1.0
6277,1.0,7.0,0,0.0
6280,2.0,55.0,0,0.0
6280,2.0,53.0,0,0.0
6280,2.0,57.0,0,0.0
6281,1.0,56.0,0,0.0
6285,2.0,76.0,1,1.0
6286,2.0,80.0,1,1.0
6288,2.0,79.0,1,0.0
6290,2.0,55.0,0,0.0
6290,2.0,50.0,0,1.0
6291,2.0,52.0,0,1.0
6295,1.0,65.0,0,0.0
6295,1.0,57.0,0,0.0
6303,2.0,55.0,0,0.0
6303,2.0,59.0,0,0.0
6305,2.0,81.0,0,0.0
6305,2.0,75.0,0,0.0
6305,1.0,76.0,0,0.0
6305,2.0,72.0,0,0.0
6306,2.0,79.0,0,1.0
6306,1.0,42.0,0,0.0
6307,1.0,68.0,0,2.0
6307,2.0,50.0,0,0.0
6308,2.0,52.0,1,1.0
